Tweet,Sentiment,Subjectivity,Date
covid first uk airport coronavirus testingbegins,0.25,0.333333333,10/19/2020
gym declares itself a church to avoid closure under polands coronavirus restrictions via ratheism atheism,0,0,10/19/2020
covid first uk airport coronavirus testingbegins,0.25,0.333333333,10/19/2020
covid first uk airport coronavirus testingbegins,0.25,0.333333333,10/19/2020
fmr coronavirus task force member olivia troye says youre now watching the president scramble,0,0,10/19/2020
duda and on another note your quite right about all those diseases but nobody gave a crap and did nothing about their heart disease diabetes and asthma etc but now so worried about a coronavirus which is not a disease its a virus,-0.257142857,0.667857143,10/19/2020
remdesivir has little or no effect in reducing coronavirus deaths who says,-0.1875,0.5,10/19/2020
mask is supposed to protect against coronavirus but not silicia however the particle size of silica is twice that of a virus lets at least hope it slows them germs down a bit,-0.227777778,0.344444444,10/19/2020
fun new words in included coronavirus api dorag fanfic homosocial jazzrock pcp safe sex touchyfeely and word processor its a crazy long list,0.057272727,0.490909091,10/19/2020
idaho usa northamerica cases death recovered critical new death population coronavirus covid sarscovforecast,0.068181818,0.627272727,10/19/2020
amid coronavirus surge us medical leaders urge americans to scale back holiday gatherings in open lettermore tales from the darks thanksgiving,0,0.166666667,11/19/2020
gun show virginia uses coronavirus emergency power to shut down national review,-0.155555556,0.288888889,11/19/2020
trumpisanationaldisgrace the new virus chapare virus signs and symptoms chapare mammarenavirus coronavirus covid covid newsnight gt,0.136363636,0.454545455,11/19/2020
texas and dallas county both broke singleday records today for new coronavirus cases more here,0.318181818,0.477272727,11/19/2020
my yr old daughter just said i really need corona virus to be over im putting that on my xmas list daddy told her thats a great idea,0.366666667,0.383333333,11/19/2020
coronavirus nigeria reports new cases us in hours,0.136363636,0.454545455,11/19/2020
coronavirus outbreak at julian assanges uk jail block the new daily,0.012121212,0.151515152,11/19/2020
kyle rittenhouse says he used coronavirus stimulus check to buy ar used in fatal shooting via,0,0,11/19/2020
hhs secretary azar says pfizer is expected to file fda application for coronavirus vaccine friday with moderna soon to follow cnbc,-0.1,0.4,11/19/2020
atlas on the outs with coronavirus task force but still pushing trumps pandemic claims,0,0,11/19/2020
breaking to eliminate change fees on international flights with immediate effect as the coronavirus pandemic continues to impact travel travel biztravel,0,0,11/19/2020
reallywhats underemployment before coronavirus of past five years amerikan college grads were underemployed two years ago fortune aug and gm alone downsized us workers last year layoffsnews,-0.125,0.158333333,11/19/2020
it gives an incentive to state local and medical officials to pump up counts to unlock more federal money given the allhandson deck effort to prioritize coronavirus cases,0.166666667,0.166666667,11/19/2020
a national group for christian doctors pleads with churches to worship at home coronavirus updates npr,0,0,11/19/2020
us being prepared to combat the corona virus means understanding the discipline of public health it is a communicable disease mr vice president only governments can take actions to get all members of public to wear a mask socially distance etc,0.008333333,0.3,11/19/2020
so how would you deal being surrounded by coworkers that all think the coronavirus vaccine is an injection of nanobots wwyd,0,0,11/19/2020
airline bookings drop ahead of thanksgiving as coronavirus infections spike cnbc,0,0,11/19/2020
kyle rittenhouse says he used coronavirus stimulus check to buy ar used in fatal shooting,0,0,11/19/2020
doctors have attributed a croatian mans death to the wuhan coronavirus even though he died after falling off a ladder according to the journal of forensic pathology,0,0,11/19/2020
wtfa lawsuit against a tyson foods pork processing plant in waterloo iowa claims that supervisors privately placed bets on how many workers would get sick as the plant remained open early on in the coronavirus pandemic,-0.022857143,0.506428571,11/19/2020
dont make him watch donald trumps press conference where he asks people to drink bleach to fight corona virus,0,0,11/19/2020
lawyers for lisa montgomery the only woman on federal death row are sick with the coronavirus via,-0.357142857,0.928571429,11/19/2020
california imposes overnight curfew to curb coronavirus from,0,0,11/19/2020
coronavirus must be clocking in for graveyard hours only,0,1,11/19/2020
ca announces pm to am curfew to avoid officials say more restrictive lockdown starts saturday covid coronavirus,0.5,0.5,11/19/2020
coronavirus europe faces six tough months of pandemic whosays,-0.388888889,0.833333333,11/19/2020
the message is simple if we want to stop future pandemics we have to significantly kick the meat habit and global leaders need to actively assist in shifting global diets towards more plantbased eating covid coronaviruslockdown covid,0.105952381,0.351020408,11/19/2020
fauci urges vigilance during first white house coronavirus briefing in months live via,0.128787879,0.277777778,11/19/2020
for context canada has about coronavirus cases a day now that could increase x within six weeks if we continue on our current trajectory,0,0.4,11/19/2020
vp pence sought to reassure americans thursday evening that the country is prepared to handle the coronavirus outbreak even as the nations top health agency warns that new deaths caused by covid are accelerating into the winter w,0.318181818,0.477272727,11/19/2020
the cdc had also reported of reported covid deaths primary cause are not covid when patients die of renal failure they are being recorded as covid deaths if cv is detected in prior years autopsy studies of the elderly have had coronavirus detection,0.027777778,0.266666667,11/19/2020
the new virus chapare virus signs and symptoms chapare mammarenavirus coronavirus covid covid newsnight gt,0.136363636,0.454545455,11/19/2020
you cant call out white supremacist groups and in the next breathe deny antifa existsjust like you cant order a lock down amp then try to claim coronavirus is a hoaxneither one passes the smell test,-0.051851852,0.096296296,11/19/2020
sometimes you just have to choose what is urgent right now facing this country not this silly governor stuff eating in a restaurant dont you give a damn about the other republican officials at the white house who blatantly spreading the corona virus they got sick there,-0.258928571,0.523809524,11/19/2020
coronavirus california to impose limited stayathome order curfew in purple tier counties ktla,-0.071428571,0.142857143,11/19/2020
yes it is bailing out usps has nothing to do with with the corona virus yes it needs to be bailed out but it does not belong on this bill how do you not understand that,0,0,11/19/2020
mnuchin pulls plug on some coronavirus emergency lending programs over feds objections,0,0,11/19/2020
were getting there americathats the message vice president mike pence had during thursdays coronavirus task force press conference in which officials said vaccines will be distributed hours after the fda grants emergency use authorization,0,0,11/19/2020
boat lake scotland own a stunning canvas art from link below free shipping in uk beat the coronavirus blues and glam up your home or officeartistontwitter photography photooftheday travel homedecor interiordesign covidiots,0.5,0.933333333,11/19/2020
